Age,Gender,HCCI_category,HCCI_outpatient_service_type,RX_generic_brand_indicator,HCCI_subcategory,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
0-3,Male,RX,NA,Generic,Rheumatoid Arthritis,2018,0.001,0,108.637,0,0.006,1,108.637,0,0.006,,,,,,,,-0.608,,0.078,-0.636,0,0.078,-0.636
0-3,Male,RX,NA,Generic,Skin,2014,12.234,3.733,76.197,23.253,160.554,1,76.197,23.253,160.554,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Generic,Skin,2015,10.719,3.801,67.934,24.089,157.782,1,67.934,24.089,157.782,-0.124,0.018,-0.108,-0.017,0,-0.108,-0.017,-0.124,0.018,-0.108,-0.017,0,-0.108,-0.017
0-3,Male,RX,NA,Generic,Skin,2016,9.785,3.79,63.915,24.759,153.094,1,63.915,24.759,153.094,-0.087,-0.003,-0.059,-0.03,0,-0.059,-0.03,-0.2,0.015,-0.161,-0.046,0,-0.161,-0.046
0-3,Male,RX,NA,Generic,Skin,2017,9.26,3.658,58.938,23.283,157.121,1,58.938,23.283,157.121,-0.054,-0.035,-0.078,0.026,0,-0.078,0.026,-0.243,-0.02,-0.227,-0.021,0,-0.227,-0.021
0-3,Male,RX,NA,Generic,Skin,2018,8.732,3.704,52.858,22.42,165.201,1,52.858,22.42,165.201,-0.057,0.012,-0.103,0.051,0,-0.103,0.051,-0.286,-0.008,-0.306,0.029,0,-0.306,0.029
0-3,Male,RX,NA,Generic,Smooth Muscle Relaxants,2014,0.012,0.01,9.185,7.439,1.28,1,9.185,7.439,1.28,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Generic,Smooth Muscle Relaxants,2015,0.015,0.009,11.037,6.797,1.332,1,11.037,6.797,1.332,0.25,-0.049,0.202,0.04,0,0.202,0.04,0.25,-0.049,0.202,0.04,0,0.202,0.04
0-3,Male,RX,NA,Generic,Smooth Muscle Relaxants,2016,0.01,0.007,8.338,6.098,1.217,1,8.338,6.098,1.217,-0.31,-0.18,-0.245,-0.086,0,-0.245,-0.086,-0.137,-0.221,-0.092,-0.049,0,-0.092,-0.049
0-3,Male,RX,NA,Generic,Smooth Muscle Relaxants,2017,0.008,0.005,5.923,3.94,1.351,1,5.923,3.94,1.351,-0.212,-0.283,-0.29,0.11,0,-0.29,0.11,-0.32,-0.441,-0.355,0.055,0,-0.355,0.055
0-3,Male,RX,NA,Generic,Smooth Muscle Relaxants,2018,0.01,0.006,7.416,4.617,1.303,1,7.416,4.617,1.303,0.208,0.13,0.252,-0.035,0,0.252,-0.035,-0.178,-0.368,-0.193,0.018,0,-0.193,0.018
0-3,Male,RX,NA,Generic,Vaccines,2014,0,0,"1,056.30",316.8,0,1,"1,056.30",316.8,0,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Generic,Vaccines,2016,0,0,283.837,283.837,0,1,283.837,283.837,0,,,,,,,,1.438,7.13,-0.731,8.074,0,-0.731,8.074
0-3,Male,RX,NA,Generic,Vitamins,2014,1.101,0.814,9.681,7.161,113.74,1,9.681,7.161,113.74,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Generic,Vitamins,2015,1.288,0.858,11.877,7.911,108.472,1,11.877,7.911,108.472,0.17,0.054,0.227,-0.046,0,0.227,-0.046,0.17,0.054,0.227,-0.046,0,0.227,-0.046
0-3,Male,RX,NA,Generic,Vitamins,2016,1.112,0.776,11.143,7.777,99.782,1,11.143,7.777,99.782,-0.137,-0.096,-0.062,-0.08,0,-0.062,-0.08,0.01,-0.047,0.151,-0.123,0,0.151,-0.123
0-3,Male,RX,NA,Generic,Vitamins,2017,1.051,0.684,11.545,7.511,91.051,1,11.545,7.511,91.051,-0.055,-0.119,0.036,-0.088,0,0.036,-0.088,-0.045,-0.16,0.193,-0.199,0,0.193,-0.199
0-3,Male,RX,NA,Generic,Vitamins,2018,0.855,0.536,9.743,6.111,87.714,1,9.743,6.111,87.714,-0.187,-0.216,-0.156,-0.037,0,-0.156,-0.037,-0.224,-0.342,0.006,-0.229,0,0.006,-0.229
0-3,Male,RX,NA,Unknown,All Prescription Drugs,2014,3.549,1.717,75.921,36.722,46.744,1,75.921,36.722,46.744,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,All Prescription Drugs,2015,3.494,1.696,73.181,35.524,47.747,1,73.181,35.524,47.747,-0.015,-0.012,-0.036,0.021,0,-0.036,0.021,-0.015,-0.012,-0.036,0.021,0,-0.036,0.021
0-3,Male,RX,NA,Unknown,All Prescription Drugs,2016,2.275,1.048,72.321,33.308,31.457,1,72.321,33.308,31.457,-0.349,-0.382,-0.012,-0.341,0,-0.012,-0.341,-0.359,-0.39,-0.047,-0.327,0,-0.047,-0.327
0-3,Male,RX,NA,Unknown,All Prescription Drugs,2017,2.369,0.825,76.443,26.612,30.986,1,76.443,26.612,30.986,0.041,-0.213,0.057,-0.015,0,0.057,-0.015,-0.333,-0.52,0.007,-0.337,0,0.007,-0.337
0-3,Male,RX,NA,Unknown,All Prescription Drugs,2018,2.23,0.801,73.889,26.546,30.183,1,73.889,26.546,30.183,-0.058,-0.028,-0.033,-0.026,0,-0.033,-0.026,-0.372,-0.533,-0.027,-0.354,0,-0.027,-0.354
0-3,Male,RX,NA,Unknown,Anti-Infectives,2014,0.064,0.025,170.52,66.049,0.377,1,170.52,66.049,0.377,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Anti-Infectives,2015,0.047,0.014,273.285,83.359,0.172,1,273.285,83.359,0.172,-0.27,-0.425,0.603,-0.545,0,0.603,-0.545,-0.27,-0.425,0.603,-0.545,0,0.603,-0.545
0-3,Male,RX,NA,Unknown,Anti-Infectives,2016,0.006,0.003,137.493,78.849,0.042,1,137.493,78.849,0.042,-0.876,-0.766,-0.497,-0.753,0,-0.497,-0.753,-0.909,-0.866,-0.194,-0.887,0,-0.194,-0.887
0-3,Male,RX,NA,Unknown,Anti-Infectives,2017,0.004,0.003,157.256,102.276,0.028,1,157.256,102.276,0.028,-0.235,-0.132,0.144,-0.331,0,0.144,-0.331,-0.931,-0.883,-0.078,-0.925,0,-0.078,-0.925
0-3,Male,RX,NA,Unknown,Anti-Infectives,2018,0.002,0.001,133.294,56.726,0.017,1,133.294,56.726,0.017,-0.485,-0.663,-0.152,-0.392,0,-0.152,-0.392,-0.964,-0.961,-0.218,-0.954,0,-0.218,-0.954
0-3,Male,RX,NA,Unknown,Antihistamines,2014,0.011,0.006,102.96,55.404,0.111,1,102.96,55.404,0.111,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Antihistamines,2015,0.003,0.001,86.008,45.752,0.032,1,86.008,45.752,0.032,-0.764,-0.766,-0.165,-0.717,0,-0.165,-0.717,-0.764,-0.766,-0.165,-0.717,0,-0.165,-0.717
0-3,Male,RX,NA,Unknown,Antihistamines,2016,0,0,92.232,105.588,0.003,1,92.232,105.588,0.003,-0.883,-0.747,0.072,-0.891,0,0.072,-0.891,-0.972,-0.941,-0.104,-0.969,0,-0.104,-0.969
0-3,Male,RX,NA,Unknown,Antihistamines,2017,0,0,18.763,12.828,0.007,1,18.763,12.828,0.007,-0.61,-0.767,-0.797,0.917,0,-0.797,0.917,-0.989,-0.986,-0.818,-0.941,0,-0.818,-0.941
0-3,Male,RX,NA,Unknown,Antihistamines,2018,0,0,50.518,13.304,0.003,1,50.518,13.304,0.003,0.302,-0.498,1.692,-0.516,0,1.692,-0.516,-0.986,-0.993,-0.509,-0.971,0,-0.509,-0.971
0-3,Male,RX,NA,Unknown,Autonomic,2014,0.009,0.005,52.978,27.279,0.167,1,52.978,27.279,0.167,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Autonomic,2015,0.007,0.003,49.531,25.294,0.135,1,49.531,25.294,0.135,-0.247,-0.253,-0.065,-0.195,0,-0.065,-0.195,-0.247,-0.253,-0.065,-0.195,0,-0.065,-0.195
0-3,Male,RX,NA,Unknown,Autonomic,2016,0.001,0.001,47.365,35.72,0.03,1,47.365,35.72,0.03,-0.786,-0.685,-0.044,-0.777,0,-0.044,-0.777,-0.839,-0.764,-0.106,-0.82,0,-0.106,-0.82
0-3,Male,RX,NA,Unknown,Autonomic,2017,0.001,0.001,67.063,40.765,0.016,1,67.063,40.765,0.016,-0.243,-0.39,0.416,-0.466,0,0.416,-0.466,-0.878,-0.856,0.266,-0.904,0,0.266,-0.904
0-3,Male,RX,NA,Unknown,Autonomic,2018,0,0,8.85,0,0.003,1,8.85,0,0.003,-0.976,-1,-0.868,-0.818,0,-0.868,-0.818,-0.997,-1,-0.833,-0.982,0,-0.833,-0.982
0-3,Male,RX,NA,Unknown,Blood,2014,0,0,27.032,24.057,0.006,1,27.032,24.057,0.006,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Blood,2015,0,0,86.524,59.089,0.003,1,86.524,59.089,0.003,0.618,0.241,2.201,-0.495,0,2.201,-0.495,0.618,0.241,2.201,-0.495,0,2.201,-0.495
0-3,Male,RX,NA,Unknown,Cardiovascular,2014,0.034,0.016,63.708,30,0.534,1,63.708,30,0.534,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Cardiovascular,2015,0.008,0.004,62.793,29.397,0.135,1,62.793,29.397,0.135,-0.751,-0.753,-0.014,-0.748,0,-0.014,-0.748,-0.751,-0.753,-0.014,-0.748,0,-0.014,-0.748
0-3,Male,RX,NA,Unknown,Cardiovascular,2016,0.002,0,102.393,25.647,0.017,1,102.393,25.647,0.017,-0.795,-0.89,0.631,-0.874,0,0.631,-0.874,-0.949,-0.973,0.607,-0.968,0,0.607,-0.968
0-3,Male,RX,NA,Unknown,Cardiovascular,2017,0.005,0.002,45.32,20.97,0.108,1,45.32,20.97,0.108,1.837,4.24,-0.557,5.409,0,-0.557,5.409,-0.856,-0.858,-0.289,-0.797,0,-0.289,-0.797
0-3,Male,RX,NA,Unknown,Cardiovascular,2018,0,0,25.544,4.683,0.017,1,25.544,4.683,0.017,-0.91,-0.964,-0.436,-0.841,0,-0.436,-0.841,-0.987,-0.995,-0.599,-0.968,0,-0.599,-0.968
0-3,Male,RX,NA,Unknown,Central Nervous System,2014,0.014,0.007,73.927,38.272,0.192,1,73.927,38.272,0.192,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Central Nervous System,2015,0.006,0.003,40.775,23.073,0.136,1,40.775,23.073,0.136,-0.609,-0.573,-0.448,-0.292,0,-0.448,-0.292,-0.609,-0.573,-0.448,-0.292,0,-0.448,-0.292
0-3,Male,RX,NA,Unknown,Central Nervous System,2016,0.005,0.001,129.587,31.398,0.04,1,129.587,31.398,0.04,-0.07,-0.602,2.178,-0.707,0,2.178,-0.707,-0.637,-0.83,0.753,-0.793,0,0.753,-0.793
0-3,Male,RX,NA,Unknown,Central Nervous System,2017,0.004,0.001,58.359,17.388,0.069,1,58.359,17.388,0.069,-0.216,-0.036,-0.55,0.741,0,-0.55,0.741,-0.715,-0.836,-0.211,-0.639,0,-0.211,-0.639
0-3,Male,RX,NA,Unknown,Central Nervous System,2018,0.001,0,24.794,17.848,0.022,1,24.794,17.848,0.022,-0.867,-0.678,-0.575,-0.686,0,-0.575,-0.686,-0.962,-0.947,-0.665,-0.887,0,-0.665,-0.887
0-3,Male,RX,NA,Unknown,Chemotherapy,2014,0.003,0.001,65.12,28.424,0.043,1,65.12,28.424,0.043,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Chemotherapy,2015,0.001,0.001,68.389,47.756,0.015,1,68.389,47.756,0.015,-0.638,-0.42,0.05,-0.655,0,0.05,-0.655,-0.638,-0.42,0.05,-0.655,0,0.05,-0.655
0-3,Male,RX,NA,Unknown,Chemotherapy,2016,0.001,0.001,96.958,60.629,0.009,1,96.958,60.629,0.009,-0.179,-0.265,0.418,-0.421,0,0.418,-0.421,-0.702,-0.574,0.489,-0.8,0,0.489,-0.8
0-3,Male,RX,NA,Unknown,Chemotherapy,2017,0,0,9.65,9.65,0.003,1,9.65,9.65,0.003,-0.97,-0.952,-0.9,-0.7,0,-0.9,-0.7,-0.991,-0.98,-0.852,-0.94,0,-0.852,-0.94
0-3,Male,RX,NA,Unknown,Chemotherapy,2018,0.009,0,"7,359.30",0,0.001,1,"7,359.30",0,0.001,373.664,-1,761.622,-0.509,0,761.622,-0.509,2.323,-1,112.012,-0.971,0,112.012,-0.971
0-3,Male,RX,NA,Unknown,Devices,2014,1.27,0.813,56.875,36.41,22.338,1,56.875,36.41,22.338,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Devices,2015,1.377,0.854,59.68,36.999,23.07,1,59.68,36.999,23.07,0.084,0.049,0.049,0.033,0,0.049,0.033,0.084,0.049,0.049,0.033,0,0.049,0.033
0-3,Male,RX,NA,Unknown,Devices,2016,1.265,0.808,58.057,37.093,21.786,1,58.057,37.093,21.786,-0.081,-0.053,-0.027,-0.056,0,-0.027,-0.056,-0.004,-0.006,0.021,-0.025,0,0.021,-0.025
0-3,Male,RX,NA,Unknown,Devices,2017,1.374,0.597,72.425,31.495,18.966,1,72.425,31.495,18.966,0.086,-0.261,0.247,-0.129,0,0.247,-0.129,0.081,-0.266,0.273,-0.151,0,0.273,-0.151
0-3,Male,RX,NA,Unknown,Devices,2018,1.287,0.579,67.751,30.476,18.989,1,67.751,30.476,18.989,-0.063,-0.031,-0.065,0.001,0,-0.065,0.001,0.013,-0.288,0.191,-0.15,0,0.191,-0.15
0-3,Male,RX,NA,Unknown,Diagnostic,2014,0.666,0.081,214.778,25.965,3.102,1,214.778,25.965,3.102,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Diagnostic,2015,0.688,0.079,228.452,26.231,3.012,1,228.452,26.231,3.012,0.033,-0.019,0.064,-0.029,0,0.064,-0.029,0.033,-0.019,0.064,-0.029,0,0.064,-0.029
0-3,Male,RX,NA,Unknown,Diagnostic,2016,0.633,0.062,223.609,21.908,2.833,1,223.609,21.908,2.833,-0.079,-0.214,-0.021,-0.059,0,-0.021,-0.059,-0.049,-0.229,0.041,-0.087,0,0.041,-0.087
0-3,Male,RX,NA,Unknown,Diagnostic,2017,0.675,0.081,237.444,28.316,2.844,1,237.444,28.316,2.844,0.066,0.297,0.062,0.004,0,0.062,0.004,0.014,0,0.106,-0.083,0,0.106,-0.083
0-3,Male,RX,NA,Unknown,Diagnostic,2018,0.442,0.052,166.827,19.724,2.648,1,166.827,19.724,2.648,-0.346,-0.351,-0.297,-0.069,0,-0.297,-0.069,-0.337,-0.351,-0.223,-0.146,0,-0.223,-0.146
0-3,Male,RX,NA,Unknown,EENT,2014,0,0,774.9,774.9,0,1,774.9,774.9,0,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,EENT,2015,0,0,192.058,86.196,0.002,1,192.058,86.196,0.002,15.232,6.285,-0.752,64.493,0,-0.752,64.493,15.232,6.285,-0.752,64.493,0,-0.752,64.493
0-3,Male,RX,NA,Unknown,EENT,2016,0,0,37.2,143.957,0.001,1,37.2,143.957,0.001,-0.938,-0.464,-0.806,-0.679,0,-0.806,-0.679,0.008,2.902,-0.952,20.002,0,-0.952,20.002
0-3,Male,RX,NA,Unknown,Gastrointestinal,2014,0.183,0.083,54.311,24.548,3.362,1,54.311,24.548,3.362,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Gastrointestinal,2015,0.128,0.068,53.41,28.319,2.396,1,53.41,28.319,2.396,-0.299,-0.178,-0.017,-0.287,0,-0.017,-0.287,-0.299,-0.178,-0.017,-0.287,0,-0.017,-0.287
0-3,Male,RX,NA,Unknown,Gastrointestinal,2016,0.057,0.02,51.059,17.693,1.125,1,51.059,17.693,1.125,-0.551,-0.707,-0.044,-0.53,0,-0.044,-0.53,-0.685,-0.759,-0.06,-0.665,0,-0.06,-0.665
0-3,Male,RX,NA,Unknown,Gastrointestinal,2017,0.067,0.025,51.451,19.038,1.308,1,51.451,19.038,1.308,0.172,0.251,0.008,0.163,0,0.008,0.163,-0.631,-0.698,-0.053,-0.611,0,-0.053,-0.611
0-3,Male,RX,NA,Unknown,Gastrointestinal,2018,0.056,0.017,60.663,18.681,0.917,1,60.663,18.681,0.917,-0.174,-0.312,0.179,-0.299,0,0.179,-0.299,-0.695,-0.792,0.117,-0.727,0,0.117,-0.727
0-3,Male,RX,NA,Unknown,Heavy Metal Antagonists,2014,0.001,0,86.471,63.412,0.006,1,86.471,63.412,0.006,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Heavy Metal Antagonists,2015,0,0,27.039,27.039,0.003,1,27.039,27.039,0.003,-0.865,-0.816,-0.687,-0.57,0,-0.687,-0.57,-0.865,-0.816,-0.687,-0.57,0,-0.687,-0.57
0-3,Male,RX,NA,Unknown,Heavy Metal Antagonists,2016,0,0,60,60,0.002,1,60,60,0.002,0.698,0.698,1.219,-0.235,0,1.219,-0.235,-0.771,-0.688,-0.306,-0.671,0,-0.306,-0.671
0-3,Male,RX,NA,Unknown,Heavy Metal Antagonists,2018,0,0,34.5,8.7,0,1,34.5,8.7,0,,,,,,,,-0.996,-0.999,-0.601,-0.991,0,-0.601,-0.991
0-3,Male,RX,NA,Unknown,Hormones,2014,0.196,0.088,515.21,232.534,0.38,1,515.21,232.534,0.38,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Hormones,2015,0.008,0.004,87.722,44.893,0.094,1,87.722,44.893,0.094,-0.958,-0.952,-0.83,-0.752,0,-0.83,-0.752,-0.958,-0.952,-0.83,-0.752,0,-0.83,-0.752
0-3,Male,RX,NA,Unknown,Hormones,2016,0.001,0.001,33.888,33.888,0.02,1,33.888,33.888,0.02,-0.917,-0.838,-0.614,-0.786,0,-0.614,-0.786,-0.997,-0.992,-0.934,-0.947,0,-0.934,-0.947
0-3,Male,RX,NA,Unknown,Hormones,2017,0.001,0.001,29.072,20.296,0.037,1,29.072,20.296,0.037,0.579,0.102,-0.142,0.841,0,-0.142,0.841,-0.994,-0.991,-0.944,-0.902,0,-0.944,-0.902
0-3,Male,RX,NA,Unknown,Hormones,2018,0,0,41.378,41.243,0.006,1,41.378,41.243,0.006,-0.755,-0.65,0.423,-0.828,0,0.423,-0.828,-0.999,-0.997,-0.92,-0.983,0,-0.92,-0.983
0-3,Male,RX,NA,Unknown,Metabolic,2014,0.027,0.011,88.503,37.637,0.301,1,88.503,37.637,0.301,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Metabolic,2015,0.014,0.007,51.521,26.57,0.266,1,51.521,26.57,0.266,-0.487,-0.378,-0.418,-0.118,0,-0.418,-0.118,-0.487,-0.378,-0.418,-0.118,0,-0.418,-0.118
0-3,Male,RX,NA,Unknown,Metabolic,2016,0.003,0.002,25.178,20.559,0.116,1,25.178,20.559,0.116,-0.786,-0.661,-0.511,-0.562,0,-0.511,-0.562,-0.89,-0.789,-0.716,-0.613,0,-0.716,-0.613
0-3,Male,RX,NA,Unknown,Metabolic,2017,0.012,0.001,75.083,9.782,0.153,1,75.083,9.782,0.153,2.925,-0.374,1.982,0.316,0,1.982,0.316,-0.568,-0.868,-0.152,-0.491,0,-0.152,-0.491
0-3,Male,RX,NA,Unknown,Metabolic,2018,0.001,0.001,17.033,7.492,0.074,1,17.033,7.492,0.074,-0.89,-0.628,-0.773,-0.515,0,-0.773,-0.515,-0.952,-0.951,-0.808,-0.753,0,-0.808,-0.753
0-3,Male,RX,NA,Unknown,Miscellaneous,2014,1.003,0.56,66.914,37.329,14.99,1,66.914,37.329,14.99,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Miscellaneous,2015,1.173,0.64,66.546,36.286,17.628,1,66.546,36.286,17.628,0.169,0.143,-0.005,0.176,0,-0.005,0.176,0.169,0.143,-0.005,0.176,0,-0.005,0.176
0-3,Male,RX,NA,Unknown,Miscellaneous,2016,0.278,0.137,56.921,28.065,4.878,1,56.921,28.065,4.878,-0.763,-0.786,-0.145,-0.723,0,-0.145,-0.723,-0.723,-0.755,-0.149,-0.675,0,-0.149,-0.675
0-3,Male,RX,NA,Unknown,Miscellaneous,2017,0.213,0.108,30.67,15.51,6.944,1,30.67,15.51,6.944,-0.233,-0.213,-0.461,0.423,0,-0.461,0.423,-0.788,-0.808,-0.542,-0.537,0,-0.542,-0.537
0-3,Male,RX,NA,Unknown,Miscellaneous,2018,0.422,0.148,58.476,20.518,7.21,1,58.476,20.518,7.21,0.98,0.374,0.907,0.038,0,0.907,0.038,-0.58,-0.736,-0.126,-0.519,0,-0.126,-0.519
0-3,Male,RX,NA,Unknown,Respiratory,2014,0,0,64.419,21.677,0.003,1,64.419,21.677,0.003,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Respiratory,2015,0,0,84.363,82.372,0.003,1,84.363,82.372,0.003,0.296,2.76,0.31,-0.01,0,0.31,-0.01,0.296,2.76,0.31,-0.01,0,0.31,-0.01
0-3,Male,RX,NA,Unknown,Respiratory,2016,0,0,132.964,0,0.001,1,132.964,0,0.001,-0.576,-1,0.576,-0.731,0,0.576,-0.731,-0.45,-1,1.064,-0.734,0,1.064,-0.734
0-3,Male,RX,NA,Unknown,Respiratory,2017,0,0,14.21,14.21,0.002,1,14.21,14.21,0.002,-0.819,,-0.893,0.695,0,-0.893,0.695,-0.9,-0.704,-0.779,-0.548,0,-0.779,-0.548
0-3,Male,RX,NA,Unknown,Skin,2014,0.055,0.015,82.827,22.687,0.666,1,82.827,22.687,0.666,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Skin,2015,0.023,0.013,44.903,24.724,0.513,1,44.903,24.724,0.513,-0.582,-0.161,-0.458,-0.23,0,-0.458,-0.23,-0.582,-0.161,-0.458,-0.23,0,-0.458,-0.23
0-3,Male,RX,NA,Unknown,Skin,2016,0.013,0.009,25.953,17.722,0.497,1,25.953,17.722,0.497,-0.441,-0.306,-0.422,-0.032,0,-0.422,-0.032,-0.766,-0.418,-0.687,-0.255,0,-0.687,-0.255
0-3,Male,RX,NA,Unknown,Skin,2017,0.009,0.004,21.447,9.462,0.404,1,21.447,9.462,0.404,-0.328,-0.566,-0.174,-0.187,0,-0.174,-0.187,-0.843,-0.747,-0.741,-0.394,0,-0.741,-0.394
0-3,Male,RX,NA,Unknown,Skin,2018,0.007,0.002,30.626,9.522,0.24,1,30.626,9.522,0.24,-0.151,-0.402,0.428,-0.406,0,0.428,-0.406,-0.867,-0.849,-0.63,-0.64,0,-0.63,-0.64
0-3,Male,RX,NA,Unknown,Smooth Muscle Relaxants,2014,0,0,2.56,0,0.003,1,2.56,0,0.003,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Smooth Muscle Relaxants,2015,0,0,1,0,0.007,1,1,0,0.007,-0.066,,-0.609,1.39,0,-0.609,1.39,-0.066,,-0.609,1.39,0,-0.609,1.39
0-3,Male,RX,NA,Unknown,Vitamins,2014,0.013,0.005,76.963,30.358,0.163,1,76.963,30.358,0.163,,,,,,,,0,0,0,0,0,0,0
0-3,Male,RX,NA,Unknown,Vitamins,2015,0.011,0.004,86.226,34.949,0.127,1,86.226,34.949,0.127,-0.124,-0.1,0.12,-0.218,0,0.12,-0.218,-0.124,-0.1,0.12,-0.218,0,0.12,-0.218
0-3,Male,RX,NA,Unknown,Vitamins,2016,0.009,0.002,168.456,29.969,0.056,1,168.456,29.969,0.056,-0.136,-0.621,0.954,-0.558,0,0.954,-0.558,-0.243,-0.658,1.189,-0.654,0,1.189,-0.654
0-3,Male,RX,NA,Unknown,Vitamins,2017,0.004,0.001,37.306,9.457,0.098,1,37.306,9.457,0.098,-0.616,-0.453,-0.779,0.734,0,-0.779,0.734,-0.709,-0.813,-0.515,-0.4,0,-0.515,-0.4
0-3,Male,RX,NA,Unknown,Vitamins,2018,0.003,0.001,89.654,18.865,0.036,1,89.654,18.865,0.036,-0.126,-0.274,1.403,-0.636,0,1.403,-0.636,-0.746,-0.864,0.165,-0.782,0,0.165,-0.782
8-Apr,All Genders,Total,NA,NA,,2014,"1,756.48",368.976,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
8-Apr,All Genders,Total,NA,NA,,2015,"1,869.61",386.408,,,,,,,,0.064,0.047,0.045,0.019,0.025,0.071,-0.006,0.064,0.047,0.045,0.019,0.025,0.071,-0.006
8-Apr,All Genders,Total,NA,NA,,2016,"1,943.84",409.699,,,,,,,,0.04,0.06,0.025,0.016,0.015,0.04,0.001,0.107,0.11,0.072,0.036,0.04,0.114,-0.004
8-Apr,All Genders,Total,NA,NA,,2017,"2,046.21",425.346,,,,,,,,0.053,0.038,0.033,0.021,0.016,0.049,0.005,0.165,0.153,0.107,0.059,0.056,0.167,0.002
8-Apr,All Genders,Total,NA,NA,,2018,"2,182.00",444.157,,,,,,,,0.066,0.044,0.029,0.038,0.003,0.032,0.034,0.242,0.204,0.141,0.103,0.06,0.206,0.038
8-Apr,All Genders,IP,NA,NA,All Inpatient,2014,226.65,10.513,"21,480.62",996.318,10.551,1,"21,480.62",996.318,10.551,,,,,,,,0,0,0,0,0,0,0
8-Apr,All Genders,IP,NA,NA,All Inpatient,2015,250.321,10.114,"24,015.75",970.329,10.423,1.042,"25,036.13","1,011.56",9.998,0.104,-0.038,0.118,-0.012,0.042,0.166,-0.052,0.104,-0.038,0.118,-0.012,0.042,0.166,-0.052
8-Apr,All Genders,IP,NA,NA,All Inpatient,2016,241.91,9.843,"24,666.95","1,003.71",9.807,1.026,"25,316.42","1,030.13",9.555,-0.034,-0.027,0.027,-0.059,-0.015,0.011,-0.044,0.067,-0.064,0.148,-0.071,0.026,0.179,-0.094
8-Apr,All Genders,IP,NA,NA,All Inpatient,2017,239.488,9.086,"25,501.55",967.477,9.391,1.073,"27,353.61","1,037.74",8.755,-0.01,-0.077,0.034,-0.042,0.045,0.08,-0.084,0.057,-0.136,0.187,-0.11,0.073,0.273,-0.17
8-Apr,All Genders,IP,NA,NA,All Inpatient,2018,264.036,9.552,"27,549.57",996.619,9.584,1.062,"29,250.11","1,058.14",9.027,0.103,0.051,0.08,0.021,-0.01,0.069,0.031,0.165,-0.091,0.283,-0.092,0.062,0.362,-0.144
8-Apr,All Genders,IP,NA,NA,Hospice,2014,0.264,0.008,"10,762.96",342.238,0.025,1,"10,762.96",342.238,0.025,,,,,,,,0,0,0,0,0,0,0
8-Apr,All Genders,IP,NA,NA,Hospice,2015,0.384,0.015,"7,376.70",290.862,0.052,1,"7,376.70",290.862,0.052,0.455,0.804,-0.315,1.123,0,-0.315,1.123,0.455,0.804,-0.315,1.123,0,-0.315,1.123
8-Apr,All Genders,IP,NA,NA,Hospice,2016,0.545,0.029,"12,327.16",646.412,0.044,1,"12,327.16",646.412,0.044,0.417,0.885,0.671,-0.152,0,0.671,-0.152,1.062,2.4,0.145,0.8,0,0.145,0.8
