plan_type,HCCI_category,HCCI_outpatient_service_type,HCCI_subcategory,RX_generic_brand_indicator,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
CDHP,Prescription Drugs,NA,EENT,Generic,2015,5.25,3.224,31.615,19.412,166.073,,31.615,19.412,166.073,-0.124,-0.153,0.111,-0.211,,0.111,-0.211,-0.124,-0.153,0.111,-0.211,,0.111,-0.211
CDHP,Prescription Drugs,NA,EENT,Generic,2016,5.563,3.166,36.462,20.748,152.575,,36.462,20.748,152.575,0.06,-0.018,0.153,-0.081,,0.153,-0.081,-0.071,-0.169,0.281,-0.275,,0.281,-0.275
CDHP,Prescription Drugs,NA,EENT,Generic,2017,5.891,3.343,38.552,21.878,152.813,,38.552,21.878,152.813,0.059,0.056,0.057,0.002,,0.057,0.002,-0.017,-0.122,0.355,-0.274,,0.355,-0.274
CDHP,Prescription Drugs,NA,EENT,Generic,2018,5.827,3.435,37.698,22.22,154.576,,37.698,22.22,154.576,-0.011,0.027,-0.022,0.012,,-0.022,0.012,-0.027,-0.098,0.325,-0.266,,0.325,-0.266
CDHP,Prescription Drugs,NA,EENT,Unknown,2014,0.001,0,58.909,17.904,0.017,,58.909,17.904,0.017,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,EENT,Unknown,2015,0.001,0,52.994,31.082,0.013,,52.994,31.082,0.013,-0.3,0.351,-0.1,-0.222,,-0.1,-0.222,-0.3,0.351,-0.1,-0.222,,-0.1,-0.222
CDHP,Prescription Drugs,NA,EENT,Unknown,2016,0,0,38.355,20.321,0.007,,38.355,20.321,0.007,-0.625,-0.661,-0.276,-0.482,,-0.276,-0.482,-0.738,-0.543,-0.349,-0.597,,-0.349,-0.597
CDHP,Prescription Drugs,NA,EENT,Unknown,2017,0,0,33.044,21.56,0.012,,33.044,21.56,0.012,0.458,0.796,-0.138,0.692,,-0.138,0.692,-0.617,-0.179,-0.439,-0.318,,-0.439,-0.318
CDHP,Prescription Drugs,NA,EENT,Unknown,2018,0,0,33.035,30.723,0.004,,33.035,30.723,0.004,-0.673,-0.534,0,-0.673,,0,-0.673,-0.875,-0.617,-0.439,-0.777,,-0.439,-0.777
CDHP,Prescription Drugs,NA,Enzymes,All,2014,1.303,0.048,"19,631.59",730.214,0.066,,"19,631.59",730.214,0.066,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Enzymes,All,2015,1.122,0.043,"17,647.61",669.25,0.064,,"17,647.61",669.25,0.064,-0.139,-0.122,-0.101,-0.042,,-0.101,-0.042,-0.139,-0.122,-0.101,-0.042,,-0.101,-0.042
CDHP,Prescription Drugs,NA,Enzymes,All,2016,1.281,0.035,"18,525.30",505.649,0.069,,"18,525.30",505.649,0.069,0.142,-0.178,0.05,0.088,,0.05,0.088,-0.017,-0.279,-0.056,0.042,,-0.056,0.042
CDHP,Prescription Drugs,NA,Enzymes,All,2017,1.64,0.051,"18,262.64",570.805,0.09,,"18,262.64",570.805,0.09,0.28,0.466,-0.014,0.298,,-0.014,0.298,0.258,0.057,-0.07,0.353,,-0.07,0.353
CDHP,Prescription Drugs,NA,Enzymes,All,2018,2.093,0.067,"19,644.45",632.883,0.107,,"19,644.45",632.883,0.107,0.277,0.316,0.076,0.187,,0.076,0.187,0.606,0.391,0.001,0.605,,0.001,0.605
CDHP,Prescription Drugs,NA,Enzymes,Brand,2014,1.271,0.047,"20,598.28",760.577,0.062,,"20,598.28",760.577,0.062,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Enzymes,Brand,2015,0.998,0.035,"19,298.90",668.628,0.052,,"19,298.90",668.628,0.052,-0.215,-0.263,-0.063,-0.162,,-0.063,-0.162,-0.215,-0.263,-0.063,-0.162,,-0.063,-0.162
CDHP,Prescription Drugs,NA,Enzymes,Brand,2016,1.202,0.031,"19,871.59",513.911,0.061,,"19,871.59",513.911,0.061,0.205,-0.101,0.03,0.17,,0.03,0.17,-0.054,-0.338,-0.035,-0.02,,-0.035,-0.02
CDHP,Prescription Drugs,NA,Enzymes,Brand,2017,1.474,0.042,"20,230.28",573.633,0.073,,"20,230.28",573.633,0.073,0.226,0.344,0.018,0.204,,0.018,0.204,0.16,-0.109,-0.018,0.181,,-0.018,0.181
CDHP,Prescription Drugs,NA,Enzymes,Brand,2018,1.918,0.057,"21,500.38",636.764,0.089,,"21,500.38",636.764,0.089,0.301,0.359,0.063,0.224,,0.063,0.224,0.509,0.21,0.044,0.446,,0.044,0.446
CDHP,Prescription Drugs,NA,Enzymes,Generic,2014,0.028,0.001,"9,502.50",403.175,0.003,,"9,502.50",403.175,0.003,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Enzymes,Generic,2015,0.123,0.008,"10,701.06",674.942,0.012,,"10,701.06",674.942,0.012,3.337,5.447,0.126,2.851,,0.126,2.851,3.337,5.447,0.126,2.851,,0.126,2.851
CDHP,Prescription Drugs,NA,Enzymes,Generic,2016,0.079,0.004,"9,096.84",447.782,0.009,,"9,096.84",447.782,0.009,-0.363,-0.503,-0.15,-0.251,,-0.15,-0.251,1.761,2.203,-0.043,1.884,,-0.043,1.884
CDHP,Prescription Drugs,NA,Enzymes,Generic,2017,0.165,0.009,"9,782.32",558.616,0.017,,"9,782.32",558.616,0.017,1.104,1.441,0.075,0.957,,0.075,0.957,4.81,6.819,0.029,4.643,,0.029,4.643
CDHP,Prescription Drugs,NA,Enzymes,Generic,2018,0.175,0.011,"10,090.99",612.907,0.017,,"10,090.99",612.907,0.017,0.057,0.125,0.032,0.025,,0.032,0.025,5.143,7.794,0.062,4.785,,0.062,4.785
CDHP,Prescription Drugs,NA,Enzymes,Unknown,2014,0.003,0,"1,907.77",189.639,0.002,,"1,907.77",189.639,0.002,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Enzymes,Unknown,2015,0,0,937.5,562.5,0,,937.5,562.5,0,-0.907,-0.437,-0.509,-0.81,,-0.509,-0.81,-0.907,-0.437,-0.509,-0.81,,-0.509,-0.81
CDHP,Prescription Drugs,NA,Gastrointestinal,All,2014,26.39,8.543,78.553,25.431,335.949,,78.553,25.431,335.949,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Gastrointestinal,All,2015,25.193,7.85,74.556,23.231,337.908,,74.556,23.231,337.908,-0.045,-0.081,-0.051,0.006,,-0.051,0.006,-0.045,-0.081,-0.051,0.006,,-0.051,0.006
CDHP,Prescription Drugs,NA,Gastrointestinal,All,2016,25.847,7.723,78.536,23.465,329.112,,78.536,23.465,329.112,0.026,-0.016,0.053,-0.026,,0.053,-0.026,-0.021,-0.096,0,-0.02,,0,-0.02
CDHP,Prescription Drugs,NA,Gastrointestinal,All,2017,26.606,7.454,80.649,22.595,329.901,,80.649,22.595,329.901,0.029,-0.035,0.027,0.002,,0.027,0.002,0.008,-0.128,0.027,-0.018,,0.027,-0.018
CDHP,Prescription Drugs,NA,Gastrointestinal,All,2018,26.22,7.141,78.707,21.436,333.128,,78.707,21.436,333.128,-0.015,-0.042,-0.024,0.01,,-0.024,0.01,-0.006,-0.164,0.002,-0.008,,0.002,-0.008
CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2014,19.696,5.09,354.775,91.679,55.517,,354.775,91.679,55.517,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2015,17.325,4.32,425.88,106.189,40.682,,425.88,106.189,40.682,-0.12,-0.151,0.2,-0.267,,0.2,-0.267,-0.12,-0.151,0.2,-0.267,,0.2,-0.267
CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2016,18.05,4.214,497.179,116.081,36.305,,497.179,116.081,36.305,0.042,-0.024,0.167,-0.108,,0.167,-0.108,-0.084,-0.172,0.401,-0.346,,0.401,-0.346
CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2017,18.346,3.985,568.786,123.544,32.255,,568.786,123.544,32.255,0.016,-0.054,0.144,-0.112,,0.144,-0.112,-0.069,-0.217,0.603,-0.419,,0.603,-0.419
CDHP,Prescription Drugs,NA,Gastrointestinal,Brand,2018,17.985,3.558,630.318,124.689,28.533,,630.318,124.689,28.533,-0.02,-0.107,0.108,-0.115,,0.108,-0.115,-0.087,-0.301,0.777,-0.486,,0.777,-0.486
CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2014,6.645,3.445,23.714,12.294,280.214,,23.714,12.294,280.214,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2015,7.845,3.524,26.407,11.864,297.071,,26.407,11.864,297.071,0.181,0.023,0.114,0.06,,0.114,0.06,0.181,0.023,0.114,0.06,,0.114,0.06
CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2016,7.791,3.507,26.614,11.979,292.75,,26.614,11.979,292.75,-0.007,-0.005,0.008,-0.015,,0.008,-0.015,0.173,0.018,0.122,0.045,,0.122,0.045
CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2017,8.248,3.468,27.716,11.654,297.583,,27.716,11.654,297.583,0.059,-0.011,0.041,0.017,,0.041,0.017,0.241,0.007,0.169,0.062,,0.169,0.062
CDHP,Prescription Drugs,NA,Gastrointestinal,Generic,2018,8.232,3.583,27.029,11.764,304.551,,27.029,11.764,304.551,-0.002,0.033,-0.025,0.023,,-0.025,0.023,0.239,0.04,0.14,0.087,,0.14,0.087
CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2014,0.049,0.009,223.488,41.007,0.217,,223.488,41.007,0.217,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2015,0.023,0.006,146.752,36.321,0.156,,146.752,36.321,0.156,-0.529,-0.364,-0.343,-0.282,,-0.343,-0.282,-0.529,-0.364,-0.343,-0.282,,-0.343,-0.282
CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2016,0.006,0.002,97.124,26.913,0.057,,97.124,26.913,0.057,-0.757,-0.728,-0.338,-0.633,,-0.338,-0.633,-0.886,-0.827,-0.565,-0.737,,-0.565,-0.737
CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2017,0.013,0.001,197.9,18.019,0.063,,197.9,18.019,0.063,1.257,-0.258,1.038,0.108,,1.038,0.108,-0.742,-0.872,-0.114,-0.709,,-0.114,-0.709
CDHP,Prescription Drugs,NA,Gastrointestinal,Unknown,2018,0.003,0.001,66.514,14.798,0.044,,66.514,14.798,0.044,-0.765,-0.426,-0.664,-0.301,,-0.664,-0.301,-0.939,-0.927,-0.702,-0.796,,-0.702,-0.796
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2014,0.707,0.024,"5,824.40",194.065,0.121,,"5,824.40",194.065,0.121,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2015,0.687,0.021,"6,539.72",199.875,0.105,,"6,539.72",199.875,0.105,-0.029,-0.109,0.123,-0.135,,0.123,-0.135,-0.029,-0.109,0.123,-0.135,,0.123,-0.135
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2016,1.041,0.025,"7,625.71",185.572,0.136,,"7,625.71",185.572,0.136,0.516,0.207,0.166,0.3,,0.166,0.3,0.472,0.075,0.309,0.125,,0.309,0.125
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2017,0.956,0.029,"7,540.63",227.168,0.127,,"7,540.63",227.168,0.127,-0.081,0.137,-0.011,-0.071,,-0.011,-0.071,0.353,0.223,0.295,0.045,,0.295,0.045
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,All,2018,1.399,0.03,"9,965.47",211.915,0.14,,"9,965.47",211.915,0.14,0.463,0.033,0.322,0.107,,0.322,0.107,0.979,0.263,0.711,0.157,,0.711,0.157
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2014,0.689,0.022,"7,100.92",223.743,0.097,,"7,100.92",223.743,0.097,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2015,0.63,0.02,"6,928.96",220.805,0.091,,"6,928.96",220.805,0.091,-0.086,-0.076,-0.024,-0.064,,-0.024,-0.064,-0.086,-0.076,-0.024,-0.064,,-0.024,-0.064
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2016,0.965,0.023,"7,726.04",187.027,0.125,,"7,726.04",187.027,0.125,0.532,0.164,0.115,0.374,,0.115,0.374,0.4,0.075,0.088,0.286,,0.088,0.286
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2017,0.914,0.028,"7,779.48",237.549,0.118,,"7,779.48",237.549,0.118,-0.052,0.196,0.007,-0.059,,0.007,-0.059,0.327,0.286,0.096,0.211,,0.096,0.211
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Brand,2018,1.312,0.03,"9,740.18",219.746,0.135,,"9,740.18",219.746,0.135,0.435,0.06,0.252,0.146,,0.252,0.146,0.904,0.363,0.372,0.388,,0.372,0.388
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2014,0.012,0,"2,021.95",34.156,0.006,,"2,021.95",34.156,0.006,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2015,0.057,0.001,"5,309.81",65.165,0.011,,"5,309.81",65.165,0.011,3.728,2.435,1.626,0.8,,1.626,0.8,3.728,2.435,1.626,0.8,,1.626,0.8
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2016,0.076,0.002,"6,720.53",174.204,0.011,,"6,720.53",174.204,0.011,0.342,1.834,0.266,0.06,,0.266,0.06,5.343,8.734,2.324,0.908,,2.324,0.908
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2017,0.042,0.001,"5,103.34",99.711,0.008,,"5,103.34",99.711,0.008,-0.45,-0.585,-0.241,-0.276,,-0.241,-0.276,2.489,3.036,1.524,0.383,,1.524,0.383
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Generic,2018,0.087,0,"16,548.25",23.436,0.005,,"16,548.25",23.436,0.005,1.074,-0.85,2.243,-0.36,,2.243,-0.36,6.237,-0.393,7.184,-0.116,,7.184,-0.116
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2014,0.006,0.002,307.526,88.859,0.018,,307.526,88.859,0.018,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2015,0,0,93.068,65.105,0.003,,93.068,65.105,0.003,-0.943,-0.862,-0.697,-0.812,,-0.697,-0.812,-0.943,-0.862,-0.697,-0.812,,-0.697,-0.812
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2016,0,0,107.855,11.437,0,,107.855,11.437,0,-0.898,-0.984,0.159,-0.912,,0.159,-0.912,-0.994,-0.998,-0.649,-0.983,,-0.649,-0.983
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2017,0,0,71.225,64.851,0.001,,71.225,64.851,0.001,1.351,19.182,-0.34,2.559,,-0.34,2.559,-0.986,-0.957,-0.768,-0.941,,-0.768,-0.941
CDHP,Prescription Drugs,NA,Heavy Metal Antagonists,Unknown,2018,0,0,56.96,50,0,,56.96,50,0,-0.693,-0.704,-0.2,-0.616,,-0.2,-0.616,-0.996,-0.987,-0.815,-0.977,,-0.815,-0.977
CDHP,Prescription Drugs,NA,Hormones,All,2014,120.06,32.032,72.956,19.464,"1,645.65",,72.956,19.464,"1,645.65",,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Hormones,All,2015,133.005,31.986,80.373,19.329,"1,654.86",,80.373,19.329,"1,654.86",0.108,-0.001,0.102,0.006,,0.102,0.006,0.108,-0.001,0.102,0.006,,0.102,0.006
CDHP,Prescription Drugs,NA,Hormones,All,2016,144.423,31.627,86.185,18.874,"1,675.72",,86.185,18.874,"1,675.72",0.086,-0.011,0.072,0.013,,0.072,0.013,0.203,-0.013,0.181,0.018,,0.181,0.018
CDHP,Prescription Drugs,NA,Hormones,All,2017,157.396,31.677,90.593,18.232,"1,737.40",,90.593,18.232,"1,737.40",0.09,0.002,0.051,0.037,,0.051,0.037,0.311,-0.011,0.242,0.056,,0.242,0.056
CDHP,Prescription Drugs,NA,Hormones,All,2018,169.627,33.627,94.818,18.797,"1,788.98",,94.818,18.797,"1,788.98",0.078,0.062,0.047,0.03,,0.047,0.03,0.413,0.05,0.3,0.087,,0.3,0.087
CDHP,Prescription Drugs,NA,Hormones,Brand,2014,94.606,22.9,203.699,49.307,464.439,,203.699,49.307,464.439,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Hormones,Brand,2015,108.952,22.819,246.319,51.589,442.322,,246.319,51.589,442.322,0.152,-0.004,0.209,-0.048,,0.209,-0.048,0.152,-0.004,0.209,-0.048,,0.209,-0.048
CDHP,Prescription Drugs,NA,Hormones,Brand,2016,119.242,22.5,274.051,51.712,435.109,,274.051,51.712,435.109,0.094,-0.014,0.113,-0.016,,0.113,-0.016,0.26,-0.017,0.345,-0.063,,0.345,-0.063
CDHP,Prescription Drugs,NA,Hormones,Brand,2017,130,22.271,334.519,57.309,388.619,,334.519,57.309,388.619,0.09,-0.01,0.221,-0.107,,0.221,-0.107,0.374,-0.027,0.642,-0.163,,0.642,-0.163
CDHP,Prescription Drugs,NA,Hormones,Brand,2018,141.15,23.293,367.039,60.571,384.565,,367.039,60.571,384.565,0.086,0.046,0.097,-0.01,,0.097,-0.01,0.492,0.017,0.802,-0.172,,0.802,-0.172
CDHP,Prescription Drugs,NA,Hormones,Generic,2014,23.599,8.735,20.124,7.449,"1,172.67",,20.124,7.449,"1,172.67",,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Hormones,Generic,2015,23.392,8.926,19.394,7.4,"1,206.13",,19.394,7.4,"1,206.13",-0.009,0.022,-0.036,0.029,,-0.036,0.029,-0.009,0.022,-0.036,0.029,,-0.036,0.029
CDHP,Prescription Drugs,NA,Hormones,Generic,2016,25.078,9.062,20.25,7.318,"1,238.42",,20.25,7.318,"1,238.42",0.072,0.015,0.044,0.027,,0.044,0.027,0.063,0.037,0.006,0.056,,0.006,0.056
CDHP,Prescription Drugs,NA,Hormones,Generic,2017,27.338,9.369,20.288,6.953,"1,347.46",,20.288,6.953,"1,347.46",0.09,0.034,0.002,0.088,,0.002,0.088,0.158,0.073,0.008,0.149,,0.008,0.149
CDHP,Prescription Drugs,NA,Hormones,Generic,2018,28.453,10.317,20.267,7.349,"1,403.89",,20.267,7.349,"1,403.89",0.041,0.101,-0.001,0.042,,-0.001,0.042,0.206,0.181,0.007,0.197,,0.007,0.197
CDHP,Prescription Drugs,NA,Hormones,Unknown,2014,1.855,0.396,217.087,46.332,8.547,,217.087,46.332,8.547,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Hormones,Unknown,2015,0.661,0.242,103.266,37.713,6.406,,103.266,37.713,6.406,-0.643,-0.39,-0.524,-0.251,,-0.524,-0.251,-0.643,-0.39,-0.524,-0.251,,-0.524,-0.251
CDHP,Prescription Drugs,NA,Hormones,Unknown,2016,0.102,0.064,46.731,29.396,2.19,,46.731,29.396,2.19,-0.845,-0.733,-0.547,-0.658,,-0.547,-0.658,-0.945,-0.837,-0.785,-0.744,,-0.785,-0.744
CDHP,Prescription Drugs,NA,Hormones,Unknown,2017,0.058,0.036,44.294,27.316,1.314,,44.294,27.316,1.314,-0.431,-0.443,-0.052,-0.4,,-0.052,-0.4,-0.969,-0.909,-0.796,-0.846,,-0.796,-0.846
CDHP,Prescription Drugs,NA,Hormones,Unknown,2018,0.024,0.016,45.242,30.766,0.531,,45.242,30.766,0.531,-0.587,-0.545,0.021,-0.596,,0.021,-0.596,-0.987,-0.959,-0.792,-0.938,,-0.792,-0.938
CDHP,Prescription Drugs,NA,Metabolic,All,2014,4.102,1.375,15.666,5.252,261.827,,15.666,5.252,261.827,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Metabolic,All,2015,4.495,1.388,17.497,5.404,256.907,,17.497,5.404,256.907,0.096,0.01,0.117,-0.019,,0.117,-0.019,0.096,0.01,0.117,-0.019,,0.117,-0.019
CDHP,Prescription Drugs,NA,Metabolic,All,2016,4.399,1.347,17.321,5.305,253.995,,17.321,5.305,253.995,-0.021,-0.029,-0.01,-0.011,,-0.01,-0.011,0.073,-0.02,0.106,-0.03,,0.106,-0.03
CDHP,Prescription Drugs,NA,Metabolic,All,2017,4.415,1.28,17.111,4.962,258.013,,17.111,4.962,258.013,0.003,-0.05,-0.012,0.016,,-0.012,0.016,0.076,-0.069,0.092,-0.015,,0.092,-0.015
CDHP,Prescription Drugs,NA,Metabolic,All,2018,4.382,1.245,16.587,4.713,264.2,,16.587,4.713,264.2,-0.007,-0.027,-0.031,0.024,,-0.031,0.024,0.068,-0.094,0.059,0.009,,0.059,0.009
CDHP,Prescription Drugs,NA,Metabolic,Brand,2014,1.672,0.084,857.287,43.048,1.95,,857.287,43.048,1.95,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Metabolic,Brand,2015,2.097,0.099,"1,229.92",58.146,1.705,,"1,229.92",58.146,1.705,0.254,0.181,0.435,-0.126,,0.435,-0.126,0.254,0.181,0.435,-0.126,,0.435,-0.126
CDHP,Prescription Drugs,NA,Metabolic,Brand,2016,2.026,0.086,"1,156.64",49.265,1.752,,"1,156.64",49.265,1.752,-0.034,-0.13,-0.06,0.027,,-0.06,0.027,0.212,0.028,0.349,-0.102,,0.349,-0.102
CDHP,Prescription Drugs,NA,Metabolic,Brand,2017,1.767,0.082,"1,241.99",57.963,1.423,,"1,241.99",57.963,1.423,-0.128,-0.044,0.074,-0.188,,0.074,-0.188,0.057,-0.018,0.449,-0.27,,0.449,-0.27
CDHP,Prescription Drugs,NA,Metabolic,Brand,2018,1.478,0.071,"1,457.21",70.397,1.014,,"1,457.21",70.397,1.014,-0.164,-0.134,0.173,-0.287,,0.173,-0.287,-0.116,-0.149,0.7,-0.48,,0.7,-0.48
CDHP,Prescription Drugs,NA,Metabolic,Generic,2014,2.425,1.289,9.333,4.96,259.799,,9.333,4.96,259.799,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Metabolic,Generic,2015,2.394,1.287,9.384,5.046,255.147,,9.384,5.046,255.147,-0.013,-0.001,0.005,-0.018,,0.005,-0.018,-0.013,-0.001,0.005,-0.018,,0.005,-0.018
CDHP,Prescription Drugs,NA,Metabolic,Generic,2016,2.372,1.261,9.405,4.999,252.238,,9.405,4.999,252.238,-0.009,-0.021,0.002,-0.011,,0.002,-0.011,-0.022,-0.022,0.008,-0.029,,0.008,-0.029
CDHP,Prescription Drugs,NA,Metabolic,Generic,2017,2.645,1.197,10.307,4.666,256.573,,10.307,4.666,256.573,0.115,-0.051,0.096,0.017,,0.096,0.017,0.091,-0.071,0.104,-0.012,,0.104,-0.012
CDHP,Prescription Drugs,NA,Metabolic,Generic,2018,2.903,1.174,11.032,4.46,263.177,,11.032,4.46,263.177,0.098,-0.02,0.07,0.026,,0.07,0.026,0.197,-0.089,0.182,0.013,,0.182,0.013
CDHP,Prescription Drugs,NA,Metabolic,Unknown,2014,0.005,0.002,64.816,32.122,0.077,,64.816,32.122,0.077,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Metabolic,Unknown,2015,0.003,0.002,60.536,29.442,0.055,,60.536,29.442,0.055,-0.342,-0.354,-0.066,-0.295,,-0.066,-0.295,-0.342,-0.354,-0.066,-0.295,,-0.066,-0.295
CDHP,Prescription Drugs,NA,Metabolic,Unknown,2016,0.001,0,95.832,42.039,0.006,,95.832,42.039,0.006,-0.835,-0.851,0.583,-0.896,,0.583,-0.896,-0.891,-0.904,0.479,-0.926,,0.479,-0.926
CDHP,Prescription Drugs,NA,Metabolic,Unknown,2017,0.003,0,165.356,26.129,0.017,,165.356,26.129,0.017,4.222,0.881,0.725,2.027,,0.725,2.027,-0.432,-0.819,1.551,-0.777,,1.551,-0.777
CDHP,Prescription Drugs,NA,Metabolic,Unknown,2018,0.001,0,59.315,9.761,0.009,,59.315,9.761,0.009,-0.811,-0.804,-0.641,-0.474,,-0.641,-0.474,-0.893,-0.964,-0.085,-0.883,,-0.085,-0.883
CDHP,Prescription Drugs,NA,Miscellaneous,All,2014,15.379,3.016,123.997,24.319,124.03,,123.997,24.319,124.03,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Miscellaneous,All,2015,16.147,2.999,128.097,23.792,126.055,,128.097,23.792,126.055,0.05,-0.006,0.033,0.016,,0.033,0.016,0.05,-0.006,0.033,0.016,,0.033,0.016
CDHP,Prescription Drugs,NA,Miscellaneous,All,2016,14.525,2.468,121.937,20.719,119.116,,121.937,20.719,119.116,-0.1,-0.177,-0.048,-0.055,,-0.048,-0.055,-0.056,-0.182,-0.017,-0.04,,-0.017,-0.04
CDHP,Prescription Drugs,NA,Miscellaneous,All,2017,16.685,2.445,136.609,20.019,122.14,,136.609,20.019,122.14,0.149,-0.009,0.12,0.025,,0.12,0.025,0.085,-0.189,0.102,-0.015,,0.102,-0.015
CDHP,Prescription Drugs,NA,Miscellaneous,All,2018,16.759,2.443,134.31,19.58,124.778,,134.31,19.58,124.778,0.004,-0.001,-0.017,0.022,,-0.017,0.022,0.09,-0.19,0.083,0.006,,0.083,0.006
CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2014,11.458,1.888,452.846,74.614,25.303,,452.846,74.614,25.303,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2015,10.485,1.583,542.085,81.828,19.343,,542.085,81.828,19.343,-0.085,-0.162,0.197,-0.236,,0.197,-0.236,-0.085,-0.162,0.197,-0.236,,0.197,-0.236
CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2016,10.791,1.165,755.97,81.599,14.274,,755.97,81.599,14.274,0.029,-0.264,0.395,-0.262,,0.395,-0.262,-0.058,-0.383,0.669,-0.436,,0.669,-0.436
CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2017,13.044,1.165,"1,004.23",89.717,12.989,,"1,004.23",89.717,12.989,0.209,0.001,0.328,-0.09,,0.328,-0.09,0.138,-0.383,1.218,-0.487,,1.218,-0.487
CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2018,12.965,1.189,"1,057.93",97.012,12.255,,"1,057.93",97.012,12.255,-0.006,0.02,0.053,-0.057,,0.053,-0.057,0.131,-0.37,1.336,-0.516,,1.336,-0.516
CDHP,Prescription Drugs,NA,Miscellaneous,Generic,2014,2.813,0.951,29.552,9.986,95.198,,29.552,9.986,95.198,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Miscellaneous,Generic,2015,3.472,1.184,34.233,11.673,101.433,,34.233,11.673,101.433,0.234,0.245,0.158,0.065,,0.158,0.065,0.234,0.245,0.158,0.065,,0.158,0.065
